Shop #,Year,Make & Model,GPM/Gal/F/#,Original Assignment,Second Assignment,Third Assignment,Fourth Assignment,Fifth Assignment,Sixth Assignment,Seventh Assignment,Eighth Assignment,Ninth Assignment,Notes,Image links
E-1,1918,Mack AC (tractor),,Truck Co. 1 (4/1918 - 7/1920),Truck Co. 11 (1921 - 10/13/1926),Truck Co. 18 (10/1926 - 5/26/1928),Truck Co. 2 (6/19/1928 - 10/22/1928),Truck Co. 10 (10/22/1928 - 4/3/1937),Truck Co. 43 (11/16/1942 - 2/8/1943),Truck Co. 22 (4/18/1943 - 4/15/1944),Truck Co. 38 (4/20/1947 - 9/11/1954),,,
E-2,1921,Mack AC (tractor),,Truck Co. 19 (11/1921 - 10/19/1927),Truck Co. 2 (11/1/1921 - 10/10/1927),,,,,,,,*Conflict,
E-3,1920,Mack AC (tractor),,Truck Co. 3 (7/1920 - 5/1925),,Truck Co. 34 (10/1/1935 - 11/14/1947),,Truck Co. 32 (7/22/1950 - 9/18/1950),Spare truck,,,,Spare by 1952,
E-4,1921,Mack AC (tractor),,Truck Co. 4 (1921 - 7/17/1926),Truck Co. 14 (6/1926 - 10/28/1936),,,,,,,,,
E-5,1917,White (tractor),,Truck Co. 5 (1918 - 1925),,,,,,,,,,
E-6,1920,Mack AC (tractor),,Truck Co. 6 (8/1/1920 - 9/1/1924),Truck Co. 5 (1925 - 4/13/1938),,Truck Co. 32 (4/10/1945 - 3/22/1946),,,,,,,
E-7,1918,Mack AC (tractor),,Truck Co. 7 (4/1918 - 10/1926),Truck Co. 30 (11/1/1926 - 4/6/1939),,Truck Co. 20 (1/1/1944 - 4/15/1944),,,,,,,
E-8,1915,White (tractor),,Truck Co. 21 (10/1915 - 11/1/1921),Truck Co. 8 (11/1/1921 - 5/8/1925),,,,,,,,First motorized apparatus for Truck 21,
E-9,1921,Mack AC (tractor),,Truck Co. 9 (11/1921 - 7/17/1926),,Truck Co. 21 (3/15/1927 - 4/2/1927),,Truck Co. 54 (3/16/1950 - 6/26/1954),,,,,First apparatus for Truck 54,
E-10,1919,Mack AC (tractor),,Truck Co. 10 (7/1919 - 1/1923),,Truck Co. 3 (5/1925 - 4/18/1930),Truck Co. 26 (2/19/1931 - 7/9/1931),Truck Co. 41 (1/26/1931 - 1/31/1931),Truck Co. 42 (9/28/1931 - 5/15/1953),,,,,
E-11,1920,Mack AC (tractor),,Truck Co. 1 (7/1920 - 1923),,Truck Co. 25 (5/27/1927 - 10/31/1928),Truck Co. 13 (10/31/1928 - 12/10/1942),Truck Co. 34 (9/16/1950 - 6/2/1951),Truck Co. 34 (1/30/1952 - 8/1/1952),,,,,
E-12,1921,Mack AC (tractor),,Truck Co. 31 (11/1921 - 8/1922),Truck Co. 12 (11/1921 - 1923),Truck Co. 31 (1923 - 10/1926),Truck Co. 6 (1926 - 4/15/1927),Truck Co. 36 (3/19/1934 - 1/24/1945),,,,,,
E-13,1917,White (tractor),,Truck Co. 13 (1918 - 1923),Truck Co. 27 (12/1/1922 - 5/5/1927),,Truck Co. 13 (8/15/1927 - 10/31/1928) ,,,,,,,Truck 13 (CAPCO)
E-14,1916,White (tractor),,Truck Co. 12 (9/1916 - 11/1921),Truck Co. 14 (11/1/1921 - 6/1926),,,,,,,,,
E-15,1918,Mack AC (tractor),,Truck Co. 15 (4/1918 - 1924),Truck Co. 4 (8/10/1936 - 4/7/1938),Truck Co. 30 (4/6/1939 - 2/12/1947),Truck Co. 8 (1/29/1948 - 5/7/1948),,,,,,,Truck 4 (Bill Friedrich)
E-16,1915,White (tractor),,Truck Co. 16 (10/15/1915 - 9/19/1927),Truck Co. 45 (5/16/1928 - 7/10/1929),Truck Co. 52 (12/16/1929 - 4/22/1932),Truck Co. 36 (12/31/1932 - 3/19/1934),,,,,,First apparatus for Truck 52,
E-17,1916,Seagrave SF 1-piece,,Truck Co. 17 (11/1916 - 12/22/1938),,,,,,,,,One piece unit--2 purchased; had tiller steering,
E-18,1917,White (tractor),,Truck Co. 18 (7/1917 - 10/1926),Truck Co. 8 (8/3/1927 - 6/23/1928),Truck Co. 8 (10/24/1928 - 4/17/1929),Truck Co. 36 (4/18/1929 - 8/5/1931),,,,,,,
E-19,1921,Mack AC (tractor),,Truck Co. 19 (10/28/1927 - 6/1/1945),Truck Co. 39 (10/19/1927 - 1/25/1928),Truck Co. 44 (2/16/1928 - 1/10/1945),,,,,,,*Conflict,
E-20,1917,Mack AC (tractor),,Truck Co. 3 (8/1917 - 7/1920),,Truck Co. 26 (1/23/1931 - 2/19/1931),,,,,,,"First “bulldog” Mack tractor; had nickel-plated windshield designed, fabricated, and installed by shops",
E-21,1921,Mack AC (tractor),,Truck Co. 21 (11/1/1921 - 3/15/1927),Truck Co. 40 (8/8/1927 - 7/9/1929),,,,,,,,First apparatus for Truck 40,
E-22,1917,Mack AC (tractor),,Truck Co. 2 (8/1917 - 11/1/1921),Truck Co. 22 (11/1/1921 - 11/13/1926),,,,,,,,,
E-23,1918,White (tractor),,Truck Co. 30 (2/1918 - 12/1923),Truck Co. 23 (12/1923 - 3/1/1927),,,,,,,,,
E-24,1918,White (tractor),,Truck Co. 28 (10/1918 - 9/21/1920),Truck Co. 24 (12/1/1922 - 10/4/1926),,Air Compressor 1 (11/10/1928 - 2/20/1942),,,,,,First apparatus for Air Compressor 1,
E-25,1917,White (tractor),,Truck Co. 25 (3/1918 - 5/1925),Truck Co. 8 (5/8/1925 - 6/26/1927),Truck Co. 43 (3/16/1928 - 5/10/1928),Truck Co. 48 (12/16/1928 - 7/6/1929),Truck Co. 40 (7/9/1929 - 4/22/1932),,,,,First motorized apparatus for Truck 25; first apparatus for Truck 43; first apparatus for Truck 48,
E-26,1917,White (tractor),,Truck Co. 34 (7/1917 - 6/2/1926),,,,,,,,,First motorized apparatus for Truck 34,
E-27,1918,White (tractor),,Truck Co. 27 (2/1918 - 12/1/1922),,,,,,,,,,
E-28,1918,White (tractor),,Truck Co. 19 (1918 - 1920),Truck Co. 28 (9/21/1920 - 11/5/1926),Truck Co. 30 (12/1923 - 6/1925),Truck Co. 29 (1926 - 1/26/1931),Truck Co. 41 (1/31/1931 - 1/31/1932),,,,,*Conflict,
E-29,1917,Mack AB (tractor),,Truck Co. 29 (1917 - 1925),,,,,,,,,,
E-30,1916,White (tractor),,Truck Co. 22 (10/16/1916 - 11/1/1921),Truck Co. 23 (11/1/1921 - 12/1922),Truck Co. 20 (1924 - 1924),Truck Co. 8 (6/26/1927 - 8/3/1927),,,,,,First motorized apparatus for Truck 22,
E-31,1921,Mack AC (tractor),,Truck Co. 24 (11/1921 - 12/1/1922),Truck Co. 31 (8/1922 - 1923),Truck Co. 12 (1923 - 11/1926),Truck Co. 26 (11/3/1926 - 1/23/1931),Truck Co. 29 (2/14/1931 - 2/3/1936),,,,,,
E-32,1918,White (tractor),,Truck Co. 32 (5/20/1919 - 5/12/1932),,,,,,,,,First motorized apparatus for Truck 32,
E-33,1919,Mack AC (tractor),,Truck Co. 33 (8/1919 - 3/15/1927),Light Wagon 1 (10/6/1928 - 5/4/1929),Light Wagon 2 (5/4/1929 - 6/25/1957),,,,,,,"After shops conversion, became first light wagon in CFD on 10/6/1928",Truck 33 (Bill Friedrich)
E-34,1915,White (tractor),,Truck Co. 26 (12/1915 - 9/22/1925),Truck Co. 29 (1925 - 1926),Truck Co. 36 (5/3/1927 - 2/15/1928),Truck Co. 46 (5/26/1928 - 10/3/1928),Truck Co. 43 (10/9/1928 - 4/22/1932),Truck Co. 26,,,,Truck 43 OOS 4/22/1932,
E-35,1917,White (tractor),,Truck Co. 6 (7/1917 - 6/1919),Truck Co. 35 (7/9/1919 - 9/16/1931),,,,,,,,"First apparatus for Truck 35 (first Truck Co. to be organized with motor apparatus, Truck 35 was also first Truck Co. organized in 11 years)",
E-36,1916,White (tractor),,Truck Co. 10 (9/1916 - 7/1919),Truck Co. 36 (10/16/1919 - 4/12/1927),,,,,,,,First apparatus for Truck 36,
E-37,1919,Mack AC (tractor),,Truck Co. 37 (1/1/1919 - 1923),Truck Co. 15 (1924 - 2/29/1928),Truck Co. 25 (4/1/1930 - 12/3/1942),,Truck Co. 19 (2/11/1946 - 4/20/1946),,,,,First apparatus for Truck 37; rebuilt & repainted March 1927,
E-38,1921,Mack AC (tractor),,Truck Co. 37 (1923 - 2/4/1931),Truck Co. 35 (9/16/1931 - 5/2/1932),Truck Co. 32 (5/12/1932 - 1/19/1944),Truck Co. 32 (7/14/1949 - 9/15/1949),,Truck Co. 34 (8/1/1952 - 3/7/1954),,,,,
E-39,1916,White (tractor),,Truck Co. 20 (12/1916 - 11/1/1921),Truck Co. 13 (1923 - 8/15/1927),,,,,,,,First motorized apparatus for Truck 20,
E-40,1921,Mack AC (tractor),,Truck Co. 1 (1923 - 10/23/1928),Truck Co. 8 (4/17/1929 - 1/29/1948),,,,,,,,,
E-41,1919,Mack AC (tractor),,Truck Co. 6 (6/1919 - 8/1/1920),Truck Co. 39 (8/31/1937 - 10/19/1927),Truck Co. 43 (5/10/1928 - 10/9/1928),Truck Co. 27 (10/1/1935 - 2/20/1945),,,,,,,
E-42,1920,Mack AC (tractor),,Truck Co. 19 (1920 - 11/1921),Truck Co. 46 (5/1/1928 - 5/26/1928),Truck Co. 50 (2/1/1929 - 7/5/1929),Truck Co. 48 (7/6/1929 - 10/9/1943),Truck Co. 32 (1/19/1944 - 4/10/1945),,,,,First apparatus for Truck 46; first apparatus for Truck 50,
E-43,1918,Mack AC (tractor),,Truck Co. 9 (4/1918 - 11/1921),Truck Co. 6 (9/1/1924 - 1926),Truck Co. 24 (8/30/1927 - 1/3/1941),Truck Co. 40 (3/23/1942 - 4/18/1946),,,,,,,
E-44,1921,Mack AC (tractor),,,Truck Co. 10 (1/1923 - 10/22/1928),Truck Co. 25 (10/31/1928 - 4/1/1930),Truck Co. 29 (2/3/1936 - 5/4/1938),Truck Co. 43 (3/1/1941 - 11/4/1942),,,,,,
E-45,1918,Mack AC (tractor),,Truck Co. 31 (4/1918 - 11/1921),,Truck Co. 10 (4/3/1937 - 12/7/1942),Truck Co. 21 (11/22/1944 - 2/21/1946),Truck Co. 21 (12/27/1946 - 4/2/1947),Truck Co. 21 (10/13/1947 - 1/8/1948),,,,,
E-46,1916,Sauer (tractor),,Truck Co. 31 (8/1916 - 4/1918),Truck Co. 24 (1920 - 11/1921),,,,,,,,First motorized apparatus for Truck 24,
E-47,1916,Seagrave SF 1-piece,,Truck Co. 11 (1916 - 1921),Truck Co. 20 (11/1/1921 - 6/4/1925),Truck Co. 38 (9/16/1925 - 4/20/1947),,,,,,,1-piece truck with rear steering; First apparatus for Truck 38; Truck 38 created with manpower from Engine 93 (when Engine 93 was a reserve engine quartered at Engine 1 downtown),
E-48,1925,White (tractor),,Truck Co. 25 (5/1925 - 4/28/1927),Truck Co. 27 (5/5/1927 - 4/22/1932),Truck Co. 35 (5/2/1932 - 1/1/1946),,,,,,,,
E-49,1925,White (tractor),,Truck Co. 30 (6/1925 - 6/1926),Truck Co. 34 (6/2/1926 - 4/22/1932),Truck Co. 47 (8/17/1932 - 5/27/1938),,,,,,,,
E-50,1925,White (tractor),,Truck Co. 26 (9/22/1925 - 11/3/1926),Truck Co. 20 (6/1925 - 2/24/1943),,,,,,,,,
E-51,1926,White (tractor),,Truck Co. 4 (7/17/1926 - 4/14/1934),Truck Co. 51 (4/14/1934 - 11/19/1934),Truck Co. 4 (11/19/1934 - 8/10/1936),Truck Co. 14 (10/28/1936 - 6/3/1942),,,,,,Truck 51 & Truck 4 swapped rigs during Century of Progress,
E-52,1926,White (tractor),,Truck Co. 9 (7/17/1926 - 6/5/1942),,,,,,,,,,
E-53,1926,Mack AC (tractor),,Truck Co. 11 (10/13/1926 - 12/7/1942),Truck Co. 37 (2/20/1945 - 4/23/1946),Truck Co. 32 (9/15/1949 - 7/22/1950),,,,,,,,
E-54,1926,Mack AC (tractor),,Truck Co. 7 (10/1926 - 1/1943),Truck Co. 43 (2/8/1943 - 11/23/1949),,,,,,,,Spare truck in 1952,
E-55,1926,Mack AC (tractor),,Truck Co. 31 (10/1926 - 11/17/1928),Truck Co. 49 (4/1/1929 - 10/15/1929),Truck Co. 49 (4/2/1930 - 7/2/1954),,,,,,,First apparatus for Truck 49,
E-56,1926,Mack AC (tractor),,Truck Co. 6 (4/15/1927 - 11/17/1928),Truck Co. 31 (11/17/1928 - 4/13/1934),Truck Co. 47 (4/13/1934 - 11/19/1934),Truck Co. 31 (11/19/1934 - 1/26/1943),,,,,,,
E-57,1926,White (tractor),,Truck Co. 12 (11/1926 - 5/2/1938),Truck Co. 41 (5/27/1938 - 1/15/1943),,,,,,,,,
E-58,1926,White (tractor),,Truck Co. 28 (11/5/1926 - 11/30/1938),Truck Co. 24 (1/3/1941 - 10/31/1946),,,,,,,,,
E-59,1916,White (tractor),,,,Truck Co. 22 (11/13/1926 - 3/26/1943),,,,,,,,
E-60,1926,White (tractor),,Truck Co. 39 (8/16/1927 - 8/31/1927),Truck Co. 41 (1/1/1928 - 1/26/1931),Truck Co. 37 (2/4/1931 - 11/27/1946),Truck Co. 35 (2/2/1948 - 11/24/1950),,,,,,First apparatus for Truck 41,
E-61,1927,White (tractor),,Truck Co. 33 (3/15/1927 - 3/1/1948),Truck Co. 53 (6/3/1949 - 12/31/1949),,,,,,,,First apparatus for Truck 53,
E-62,1927,White (tractor),,Truck Co. 21 (4/2/1927 - 11/22/1944),Truck Co. 35 (1/1/1946 - 2/2/1948),,,,,,,,,
E-63,1927,Mack (tractor),,Truck Co. 16 (9/19/1927 - 12/17/1942),Truck Co. 41 (1/15/1943 - 5/22/1950),,,,,,,,,
E-64,1927,Mack (tractor),,Truck Co. 2 (10/18/1927 - 6/19/1928),Truck Co. 18 (7/5/1928 - 3/13/1944),Truck Co. 19 (6/1/1945 - 2/11/1946),Truck Co. 32 (3/22/1946 - 7/14/1949),,,,,,,
E-65,1927,Mack (tractor),,Truck Co. 39 (1/25/1928 - 12/7/1942),Truck Co. 48 (10/9/1943 - 11/24/1950),,,,,,,,,
E-66,1927,Mack (tractor),,,Truck Co. 42 (1/1/1928 - 9/28/1931),Truck Co. 26 (10/3/1931 - 12/30/1942),Truck Co. 22 (3/26/1943 - 4/18/1943),Truck Co. 20 (4/15/1944 - 12/28/1946),Truck Co. 34 (11/14/1947 - 9/16/1950),,,,First apparatus for Truck 42,
E-67,1927,Mack (tractor),,Truck Co. 15 (3/1/1928 - 12/10/1942),Truck Co. 22 (4/15/1944 - 12/19/1944),Truck Co. 23 (2/23/1945 - 2/9/1946),Truck Co. 19 (4/10/1946 - 5/22/1946),Truck Co. 40 (9/19/1947 - 9/1/1949),Truck Co. 34 (6/2/1951 - 12/7/1951),,,,Damaged in Union Stockyards fire 5/19/1934 & rebuilt by shops,Truck 15 (chicagofd.org)
E-68,1928,Seagrave CS 1-piece,,Truck Co. 46 (10/3/28 - 8/7/1951),,,,,,,,,,
E-69,1928,Seagrave,,Truck Co. 23 (12/6/1928 - 2/23/1945),,Truck Co. 23 (2/9/1946 - 3/2/1946),Truck Co. 24 (10/31/1946 - 5/25/1955),,,,,,,
E-70,1928,Seagrave,,Truck Co. 2 (10/22/1928 - 4/14/1938),Truck Co. 12 (5/4/1938 - 9/26/1949),Truck Co. 53 (12/31/1949 - 9/13/1954),,,,,,,,
E-71,1928,Seagrave,,Truck Co. 1 (10/23/1928 - 4/22/1938),Truck Co. 29 (5/11/1938 - 11/30/1949),Truck Co. 41 (5/22/1950 - 9/28/1954),Truck Co. 54 (10/21/1954 - 9/12/1956),Truck Co. 6,,,,,,
E-72,1928,Seagrave,,Truck Co. 6 (11/17/1928 - 4/26/1938),Truck Co. 17 (12/22/1938 - 11/8/1950),Truck Co. 29,,,,,,,,
E-73,1928,Seagrave,,Truck Co. 47 (12/1/1928 - 4/13/1934),Truck Co. 31 (4/13/1934 - 11/19/1934),Truck Co. 47 (11/19/1934 - 4/22/1955),,,,,,,First apparatus for Truck 47; Truck Co. 47’s rig loaned to Truck 31 for Century of Progress in 1934,
E-74,1929,Seagrave,,Truck Co. 50 (7/5/1929 - 3/22/1946),Truck Co. 52 (6/7/1949 - 11/5/1949),Truck Co. 56 (2/1/1954 - 12/27/1959),,,,,,,First apparatus for Truck 56,Truck 56 (Steve Redick)
E-75,1929,Seagrave 1-Piece,,Truck Co. 45 (7/15/1929 - 4/22/1932),Truck Co. 52 (4/22/1932 - 2/7/1946),Truck Co. 50 (3/22/1946 - 10/20/1949),Truck Co. 55 (3/1/1950 - 5/20/1959),,,,,,First Truck 45 (at E121’s house) OOS 4/22/1932; first apparatus for Truck 55,Truck 55 (Steve Redick)
E-76,1928,Seagrave,,Truck Co. 51 (12/16/1929 - 4/14/1934),Truck Co. 4 (4/14/1934 - 11/19/1934),Truck Co. 51 (11/19/1934 - 11/9/1949),Truck Co. 52 (2/6/1950 - 12/10/1952),,,,,,First apparatus for Truck 51,
E-77,1929,White (tractor),,Truck Co. 49 (10/15/1929 - 4/2/1930),Truck Co. 9 (6/5/1942 - 2/16/1956),Truck Co. 3 (1/16/1931 - 5/13/1942),Air Compressor 1 (9 - 3 - 1) (7/11/1956 - 9/3/1966),,,,,,Converted in CFD shops; Air Compressor 1 OOS from 1/30/1958 - 9/24/1958; Air Compressor 1 in storage at Engine 14‘s old house 12/16/1961 - 9/6/1963; Air Compressor 1 permanently OOS 9/3/1966; last Air Compressor in CFD,Air Compressor 1 (Steve Redick)
E-78,1938,White (tractor),,Truck Co. 2 (4/14/1938 - 9/29/1944),Truck Co. 31 (1/26/1943 - 12/12/1944),Truck Co 22 (12/19/1944 - 8/18/1949),Truck Co. 29 (11/30/1949 - 1/2/1964),Truck Co. 34 (10/15/1958 - 12/24/1959),,,,,*Conflict,
E-79,1938,White (tractor),,Truck Co. 1 (4/22/1938 - 1/15/1943),Truck Co. 44 (1/10/1945 - 8/29/1949),Truck Co. 32 (11/24/1950 - 9/30/1954),Truck Co. 54 (9/12/1956 - 2/1/1962),,,,,,,
E-80,1938,White (tractor),,Truck Co. 5 (4/13/1938 - 11/19/1946),Truck Co. 20 (12/28/1946 - 7/9/1954),Truck Co. 45 (1/18/1963 - 6/14/1963),,,,,,,,Truck 20 (Terry Spirek)
E-81,1938,White (tractor),,Truck Co. 6 (4/26/1938 - 5/14/1942),Truck Co. 14 (6/3/1942 - 10/18/1949),Truck Co. 48 (11/24/1950 - 2/1/1956),,,,,,,,
E-82,1938,White (tractor),,Truck Co. 8 (4/9/1938 - 10/14/1949),Truck Co. 43 (11/23/1949 - 9/25/1956),,,,,,,,,
E-83,1938,White (tractor),,Truck Co. 28 (11/30/1938 - 4/27/1950),Truck Co. 52 (12/10/1952? - 10/15/1956),,,,,,,,,
E-84,1942,American LaFrance (tractor),,Truck Co. 6 (5/14/1942 - 8/1/1963),Truck Co. 31 (8/1/1963 - ?),Truck Co. 35 (4/16/1970 - 12/9/1972),,,,,,,Truck 6 OOS 8/1/1963,Truck 31 (Terry Spirek)
E-85,1942,American LaFrance (tractor),,Truck Co. 1 (1/15/1943 - 2/13/1967),Truck Co. 3 (5/13/1942 - 12/5/1942),,,,,,,,Diesel engine installed 2/6/1952,Truck 1 (Steve Redick)
E-86,1942,Pirsch (tractor),,Truck Co. 3 (12/5/1942 - 10/5/1959),Truck Co. 44 (1/29/1960 - 5/6/1966),,,,,,,,Sedan cab,
E-87,1942,Mack (tractor),,Truck Co. 25 (12/3/1942 - 8/24/1949),Truck Co. 42 (11/9/1954 - 11/17/1966),Truck Co. 24 (12/29/1967 - 10/17/1968),,,,,,,,
E-88,1942,Mack (tractor),,Truck Co. 39 (12/7/1942 - 12/29/1944),Truck Co. 36 (1/24/1945 - 1/19/1967),Truck Co. 45 (3/1/1968 - 1/10/1969),,,,,,,,
E-89,1942,Mack (tractor),,Truck Co. 13 (12/10/1942 - 10/3/1949),Truck Co. 35 (11/24/1950 - 10/11/1957),Truck Co. 56 (12/27/1959 - 7/6/1964),Truck. Co. 52 (9/30/1965 - 7/13/1967),,,,,,,
